Text,Post Link
"потому что это, извиняюсь за выражение, сраный IE.","490095"
"Может стоит спросить у учителя?","497117"
"ну и тупые вопросы же задают люди..","58401"
"...Кривые руки..","494490"
"Что за дауны минусы ставят?","491245"
"Пожалуйста, прекратите заниматься программированием.","494810"
"если ты не замечял когда пишешь код там есть строчки(протри глаза)","141604"
"ДА МЫ ЕБАНЫЕ ПИДАРАЗЫ аллахи!","490040"
"Что за дауны минусы ставят?","491245"
"Вы точно прошли бы тест по левой ветке","497830"
"@Алексей Шиманский Уберите свой минус, или до конца жизни и даже после неё, я буду помнить об этом , тая  злобу на вас, за неоправданные действия оскорбительного характера , по отношению к моей личности.","496827"
"Предполагаю, что это вообще не *Apache*.","489515"
"Ну кинул ты ссылку на сайт, где можно отформатировать минифицированый код и что? Это мало что решает. Утверждаешь, что разбирался в каком-то коде. О каком коде идет речь? Утверждаешь, что несложно разобрать любой код.  Насколько был сложный код, который ты разбирал?","493940"
"дайте своему вопросу нормальный заголовок, который коротко описывает проблему бла-бла-бла","490618"
"Ты прости но если ума не хватает то не голосуй а дай другим помочь!!!","489912"
"потому что это, извиняюсь за выражение, сраный IE.","490095"
"Там = стоит. Это сумма. А вообще, ну пройди мимо просто, если не можешь помочь.","494434"
"PHP код выглядит нормально. 99%, что проблема в JS или в разметке, которые вы, почему-то, не сочли нужным привести в вопросе.","498272"
"Т.е. лень даже переводчиком воспользоваться? Ну в принципе, в развернутом ответе Vlad для Вас сведения из той страницы и перевел. Но, честно говоря, если Вы ленитесь даже прочитать официальную документацию, то мне Вас жаль.","498137"
"Функциональное программирование (Streams API) в Java - это костыль, т. к. мало кто знает, что такое Calculus of Communicating Systems (CCS), Lineare temporale Logik (LTL) и как их использовать в многопоточных программах ООП. И все почему-то решили, что если дать новичкам возможность писать бизнес логику в формулировках pipes-and-filters для многопоточных приложениях, то это все решит.","494911"
"пакажите ваш иксемель и полный ваш код по работе с ним. так будит просче указать на ашипку","489208"
"патамучта форич аперирует не c аригиналом. значения не пиридаються по ссылке. ..там копия","489208"
"модеры сайта боятся править за другими опечатки?","493948"
"@Ипатьев хихи? Я все на своем машине делаю, для себя учусь, и все это не для плохих намерений. Просил без демагогии, не сдержались? Слабы характером, покричать захотели?","488370"
"@ЮрийСветлов хватить ныть, это одно и то же, задача решена. С помощью приведенных примеров вполне можно подставить filter, вместо map, за вас никто писать не будет.","497384"
"Ей не стоит вообще ""убивать время"" на программирование.","497713"
"@pavlofff, а что касается сабжа, это есть пример разделения желаемой операции (смена шрифта) на некие другие операции, и прибегаю я к вашей помощи лишь чтоб понять, что это за операции. Конечно, можно прочитать тонну макулатуры, чтобы самому написать код, но намного быстрее скопипастить код и проанализировать его на месте. Не находите это логичным? И форум этот на то и рассчитан. Если вам впадлу или вы не знаете ответа, то можете промолчать.","485752"
"вот вы бамбукм. никто не знает что ли?","493792"
"@Alex Я ПРОШУ ПОМОЩИ ИСКЛЮЧИТЕЛЬНО ПО ДОБРОЙ ВОЛЕ И НЕ ЗАСТАВЛЯЮ МНЕ ПИСАТЬ Х**** А НЕ ПРАВИЛЬНЫЕ ОТВЕТЫ (Да простят меня модераторы за этот текст)","494810"
"Ладно, я понял ваш намек. Примеры в студию: Выходит 2 женщины, несут вам примеры. Примите наши примеры от шоу поле чудес. Надеюсь, вы уйдете из нашей программы довольными","488498"
"Слышь вась, не беси","489350"
"@Тарас, тогда предлагаю тебе самому написать ответ.","490658"
"@DmitriySimushev, не надо лала, поставьте +1 за ответ Qwertiy, хотя есть моменты с которыми не могу согласиться.","491527"
"@Dmitriy Simushev ты че пишешь?? я прошу помочь разобраться, сайт для этого и создан!!! Если не хочешь помогать, то не засоряй тут своими советами бесполезными!!!","495641"
"@VenZell, что вы вообще любите? Лишнее слово - минус, лишний вопрос - тапком кидаются, все такие герои, что меня аж бесит это, такой весь нервенный народ, так бы плюнул в лицо. Всего доброго.","496732"
"@Nick Volynkin иди еще где нибудь повтори, если нечем занятся","497635"
"вот вы бамбукм. никто не знает что ли?","493792"
"ну ты *издец умник, раз такой умный найди","506304"
"@Nofate, мэшап или оркестратор - ""обычный маркетингово-менеджерский булшит"" ?","499398"
"@IgorN, все эти словечки - обычный маркетингово-менеджерский шум. К техническоим проблемам особого отношения не имеющие.","499398"
"Вот ты пошел в магазин за хлебом, а тебе там мухобойку впаривают. Полезное тоже.","505972"
"Нихера се ты борзый. Иди читай книжки тогда, а не проси писать за тебя.","505970"
"[Гугл](http://lmgtfy.com/?q=wpf+themes) уже не помогает?","505763"
"alexander barakin, Andrew Bystrov, вот из-за таких как вы на русском SO дохлое комьюнити. Точнее тошное, потому что не хочется лишний раз связываться. Тонны снобизма, занудства и высокомерия и никакой пользы. Я голосую, за то, чтобы таких как вы банили сразу при первом же комментарии. Тут вам не лор и не хабр, свое никому не интересное мнение оставляйте при себе. Я задал вопрос, который может быть интересен не только мне. Если вам нечего ответить, то сидите молча, не будьте затычкой в каждой бочке.","499152"
"может ты отсосешь у меня?","508470"
"@Alexis пошли минусовать мои ответы и писать ехидные комментарии? Ахахаха, прям собачка Павлова.","499689"
"@artoodetoo нахер послать?","501298"
"подскажите как отредактировать текст чтобы он отображался как код. я выделил кусок кода и нажал наверху кнопку ""html+css"" а он взял и не обрамил мой код в специальные теги, а открыл какой-то сраный редактор. такой вот убогий сайт стак оверфлоу. так же подскажите как я могу отредактировать свой вопрос ибо я не вижу кнопки редактировать. а еще я около 8 минут искал кнопку как задать новый вопрос, видители она ни чем не выделена и спряталась в самом незаметном месте в правом углу. дизайн убогий. надо связаться с разрабами и предложить им редизайн сделать.","500631"
"@artoodetoo нахер послать?","501298"
"может ты отсосешь у меня?","508470"
"@MaxZS господи успокойтесь он ответил после того как я задал етот вопрос сейчас отмечу","504920"
"Ну то, что ты сильно умный не там где надо это я понял, но это не работает, я добавил описание в вопрос можешь ознакомиться","505156"
"Я бы для начала посоветовал изучить русский язык.","503208"
"Да точно. Еще есть учебник, есть оф.документация и видео уроки. Какя про все это забыл. Спасибо тебе умный человек прям вот аж просветило меня. Ты реализуй то что написал сначала. а потом показав свой код умника из себя строй.","505970"
"Помастурбируй, всё пройдет.","500254"
"@ReinRaus это не из-за содержания ответа, а из-за поддержки бреда вопроса своим ответом","500257"
"Нужно задавать конкретный вопрос, а не мямлить по поводу документации.","506309"
"еще можно попробовать станцевать с бубном","502002"
"alexander barakin, Andrew Bystrov, вот из-за таких как вы на русском SO дохлое комьюнити. Точнее тошное, потому что не хочется лишний раз связываться. Тонны снобизма, занудства и высокомерия и никакой пользы. Я голосую, за то, чтобы таких как вы банили сразу при первом же комментарии. Тут вам не лор и не хабр, свое никому не интересное мнение оставляйте при себе. Я задал вопрос, который может быть интересен не только мне. Если вам нечего ответить, то сидите молча, не будьте затычкой в каждой бочке.","499152"
"@Алексей Шиманский И что Ето? Давай ответ, коль написать его хочешь, или молчи вовсе. Не рыба не мясо.","499905"
"вы всегда такой неблагодарный? Или думаете другие обязаны за вас исправлять ваши ошибки?","500910"
"может ты отсосешь у меня?","508470"
"@mix, этот сайт создан для того, что бы люди помогали другим, а не писали тут а бы просто написать, не хочешь помогать - пройди мимо, на**ра ты тут своими минусами бросаешься, я думаю, ты знаешь куда  ты его можешь себе засунуть... И вообще за что мне тебя благодарить,  всех кто мне помог я поблагодарил, а таких как ты, кто пишет, что мы мимо не пройти я ненавижу...","500910"
"покажи себе средний палец и поржи над ним!","500689"
"Как правило, ошибка находится напротив монитора","506650"
"@artoodetoo нахер послать?","501298"
"@Dmitriy Simushev  До вас туго доходит? Или вы тут проблему не видите","503488"
"покажи себе средний палец и поржи над ним!","500689"
"""Если все заработает я скину пример"" напомнило анекдот, http://www.anekdot.ru/id/-452700006/","503396"
"Бля тупанул по жёсткому)","504293"
"Лох?","66521"
"Ищите, разрешаем.","504548"
"А, чукча не читатель... Ну тогда пичалько вам будет, раз со своим уставом лезете.","504589"
"@АлексейШиманский  `Нет времени объяснять, читай этот файл`","503459"
"И? Вам написать код прям тут или что у вас за проблема?","503459"
"Сделай куни, нарядившись в эльфа.","505151"
"Бля тупанул по жёсткому)","504293"
"Ахаха, это жесть!","502099"
"Оба предложения здесь - адская чушь.","506787"
"а может `phpstorm` или `notepad++` с нестандартной? Или вы экстрасенс?)","506761"
"Если вы пишите много статичных методов в ООП языках, то вы плохой программист, если вы призываете остальных так делать - то вы безусловно говнокодер. Если вы берете примитивный вопрос, который никто не задавал и пишите на него простыню - ответ, то вы кармадрочер? У вас еще есть вопросы, а то я сегодня выходной )","496080"
"чета хтмл не вижу, нафиг кодом вставлять?","502215"
"кнопка **Отправьте ваш ответ** предназначена для **отправки ответа**, разве это не очевидно?","501213"
"Лох?","66521"
"Первую ссылку в гугле не осилили? https://en.wikipedia.org/wiki/Multi-label_classification","506292"
"А как это вас касается? Разве я вас к чему то принуждаю. Есть люди которые отвечают. А есть те которые просто минусуют и ""ничего не хотят сделать сами""","510320"
"А войну и мир вам не перепечатать?","511851"
"Ваша ошибка в том, что вы думаете, что здесь экстрасенсы и не предоставляете свой код, для анализа","511318"
"@АлексейШиманский Меня мнение от джуниора не интересует, тем более с таким большим стажем. Я бы вас на работу в качестве программиста не взял. Советую тебе сменить род твоей деятельности. Наука программирования, требует обширного логического мышления, какое у вас отсутствует в необходимой мере.  Вопрос не в том, бред это или не бред, а в том, как можно это сделать. Возможно, я даже и не думал этого делать, возможно я ответ уже знал за ранее.","510050"
"""По скольку я не очень селен"". Как ты смог научиться пользоваться интернетом, неуч?","514873"
"Снять штаны и бегать","513224"
"@sanu0074 - позор нации, а доку читать не пробовал? Правильно вам таким анальное огораживание сделали и к людям не пускают: http://doc.gitlab.com/ce/ci/","516696"
"@DarkByte, Хотите, чтобы вам помогли, локализуйте для начала проблему.","515053"
"@dimitrius нужно установить linux :)","518305"
"Вопрос в том, что это неудобно и есть ли способы получше? Это вопрос не к вам, вашу позицию я понял. У меня бы не было каши из-за того, что в описание класса сразу бы добавили все возможные данные, которые можно дергать, а не бегать искать их ""по этажам"". Так же было бы неплохо написать рядом подобные классы по работе с point annotation, в общем сделать для людей. Сейчас у меня подобная проблема с MKPointAnnotation, в мануале есть только координаты, заголовок и подзаголовок, однако если пройти в меню через conforms to MKAnnotation, то можно увидеть кучу всего другого - это и есть неочевидность","510759"
"Написал же, нужен скрипт. а не браузер, валидатор или текстовый редактор.

Я это делаю не за собой, есть 100к описаний товаров, где используется html. Не везде корректный html и из-за этого плывет верстка карточки товара.","513377"
"Ты что несёшь ))?","516898"
"дурак что-ли? Прочитай мои комменты, капитан очевидность, блин!!!","193276"
"включив логическое мышление прихожу к выводу, - мы столкнулись с одной из ситуаций:

 1. нехватает метки ""учебное задание""
 2. лицо решение проблемы через ж...

автор или добавьте метку или обьясните какую проблему вы пытаетесь решить","144833"
"Написал же, нужен скрипт. а не браузер, валидатор или текстовый редактор.

Я это делаю не за собой, есть 100к описаний товаров, где используется html. Не везде корректный html и из-за этого плывет верстка карточки товара.","513377"
"наркоман штоле? о_О","119723"
"ВладиславМСК, иди рыться в помойку бомжара)) В прошлой теме я писал что я парень)))","128139"
"Сам будешь снимать!","513224"
"Тут про вывод идет речь да? когда выводит получаю NaN.Зачем повторно создавать вопрос?.Где ты тут увидел отсутсвие конкретности (3050124 -> 3,050,124).Всем всё ясно.","512066"
"@VladD а пропеллер на голову прислали?","514286"
"Любой редактор лучше, чем Movie Maker, зачем создавать себе проблемы и пытаться их решать. Программа древняя, как гавно мамонта, поищите альтернативу.","513524"
"У автора проблема с тэгом img - и вы ему советуете ... поставить тэг img?","517203"
"У автора проблема не с отображением картинок вообще, а с поддержанием правильного aspect ratio! Ценность вашего ответа - ноль.","517203"
"Gandon prevet ........","512176"
"Аффтырь, читай https://git-scm.com/docs/git-archive первый пример","516662"
"Много лишней болтовни, просто пред оставьте ЕСЛИ МОЖЕТЕ код по условию из шапки, или для этого иск. Интеллект нужно писать?","511826"
"""По скольку я не очень селен"". Как ты смог научиться пользоваться интернетом, неуч?","514873"
"нормальный вопрос, че минусовать то. курсы в инете есть. я интересуюсь какие из них лучше. мне отвечают не по теме да ещё и минусуют. че совсем как быдло то","513871"
"Тут про вывод идет речь да? когда выводит получаю NaN.Зачем повторно создавать вопрос?.Где ты тут увидел отсутсвие конкретности (3050124 -> 3,050,124).Всем всё ясно.","512066"
"Bald я так понимаю здесь те кто минусуют как вылезли из мамки так сразу начали писать на php и без ошибок ?","518539"
"бамбарбия кергуду - Сделайте ему кто-нибудь задачу, а то он всэх зарэжэт","528334"
"@Nick Volynkin знаете на что похоже? На то что Вам придоставили услугу заведомо некачественную и чтобы оставит жалобу нужно по телефону продиктовать трехмиллионый код на идише. Это не общество проффесионалов, это общество просто аналов.","521431"
"Нада сначал выучеть руский ясык","303951"
":) я посмеялся","212572"
"И этот человек еще преподаёт курсы по веб программированию?  ха ха)","302981"
"@pavel, кто тебе такое сказал? Сам лично пользуюсь двумя способами из под разных ОС для сброса пароля на windows.","523456"
"Русский, motherf*cker, do you speak it?","523784"
"Я подсказал, то, что тебе нужно - это fabric, рассказал, что он ставится через плагин в проект методом простого тыка. Что тебе еще не понятно? Если хочешь информацию на что именно тыкать мышкой, как именно ставить плагин. И так далее, то тебе следует сперва законьчить школу, за тем попробывать зайти в официальную документацию Get Started Fabric Android в официальном сайте. Там прям картинками показано, что как ставить специально для умственно отсталых","525350"
"бамбарбия кергуду - Сделайте ему кто-нибудь задачу, а то он всэх зарэжэт","528334"
"Уродский студенческий код. Все переменные в одну строку и каша вместо имен. Я бы вас даже джуном за плошку риса не взял на работу.","518685"
"""Ну и что продолжать после этого играть в Qt?"" − [Где-то](http://booksonline.com.ua/view.php?book=26824&page=4) мы уже это видели...","524829"
"это что за некроговнокод ?","243268"
"Palmervan не знаю что за п*зд*ц но ты прав. Но в базу заносится какаята абракадабра. Это нормально?","77235"
"что это нах за кнопка ребята 101010? это целых 6 нажатий на 2 кнопке.","77235"
"Никто не спросил, а нах*я  читать сначала книгу по C, а потом сразу по Java. И если уж на то пошло, то **читать** надо код и много писать самому, а книгами пользоваться как справочниками. Вот когда вы уже начнете рефакторинг, паттерны, какие-то технологии разработки то тут другое дело!Таких книг навалом, загуглите их.","271861"
"Да нах?я ж все скобки с новой строки писать?! Невозможно прочесть даже!","203339"
"Я не стал переписывать маны с предоставленных ссылок сюда, ибо нах?  
Там есть ещё оговорки - типа `empty()` посчитает пустой переменную с значением `false`, хотя это вроде как значение :)","409788"
"@Visman,делал право,делал иннер,вылетает. сейчас сделал в селекте * и все заработало-что за нах вообще? походу что-то с выборкой полей-но что там не нравиться-хз,магия блин...","452389"
"туда-сюда запросы гонят не хочется, хочется сразу его нах... послать!
:)","97024"
"@rasmisha, а какая разница то? Число представляется в виде summ((base)^k * (цифра)) при этом разряды до запятой это k>=0, а после k<0. Я понимаю, калькулятор винды не умеет в шестнадцатиричной системе дроби рисовать, но это не показатель :-)","134394"
"точно =) будет тут типа ""ПЕРВЫЙ НАХ!"" под вопросами =)","147151"
"иногда хочется бросить всё нах...))","67973"
"Да ну нах?

это знают, то кто еще не начал программировать, догадаться можно.","298327"
"@Shapovalov, там такие примеры, что ну его нах... реально, начинайте с Котерова и не пожалеете","251541"
"Бл*ть давно всё перевёл, просто не пробовал.","348192"
"Потому что:
1) Начиная с ICS (по-моему) был существенно изменен API работы с бродкастами.
2) Бродкаст это такая штука которая существует сам по себе отдельно от приложения. То есть приложение уже может быть выгружено (убито осью), а бродкаст жив (если он exported - то он всегда жив). Соответственно любые попытки воспользоваться ресурсами приложения `Activity`, `Context` обречены на провал. Если бы вы просто посмотрели бл**ь логи - то увидели бы что у вас ""провалился"" `Toast` - вместо этого вы взрываете мозг!!! 3-й раз говорю учитесь читать логи и писать их тоже!","330547"
"Твою мать, опять `php` в тегах. WTF?","128664"
"@IVsevolod Можно получить уточнение: 3 буквы произвольные или друг за дружкой. Ну то есть *похер* = плохое слово потому что встречаются *хер* друг за дружкой, а *хрен* хорошее потому что *хер* не встречается... Или как?","277064"
"При `echo ($abс-110);` получаем `1.4210854715202E-14`. Т.б. echo округляет хер пойми как и var_dump тоже.","499746"
"Спасибо большое. Проблему решили следующим путем. После недолгих фэншуйский размышлений о смысле жизни, пришли к выводу что дублировать меню на хер не нужно. ))","516124"
"У меня просто, почти через каждый фантик, происходит запрос к серверу. И запрос может длиться более чем 1 секунда. И по этому интервал не катит.

А на счёт setTimeout и innerHTML, с планшета ни хера не удобно писать код.","432544"
"Подозрительный этот snooit, телефон мой хочет, ну его нахрен, вдруг смс мошенники.","86640"
"Я голосую за закрытие этого вопроса как не соответствующего теме, потому что постановка задачи совершенно не ясна.","448276"
"как по мне, это дибилизм. Почему бы тебе просто не строить цикл относительно числа внутри текстовика? Зачем все эти сложности?","521873"
"Вырезать чувака со странной жёлтой шапкой, какую-то постройку справа и голубя. Фон (без надписи) поставить как `background`, вырезанные картинки позиционировать как удобнее, а надпись можно в `div` вставить и стилями оформить (хотя можно тоже как картинку, но это плохая практика).","523927"
"Да мне и еще раз не проблема написать о том, что **с такими вопросами вам прямиком на передачу Жди Меня**. Можете еще раз удалить, я еще раз напишу.","523670"
"Русский, motherf*cker, do you speak it?","523784"
"`id` - как бы своим названием намекает, что он является идентификатором объекта. `class` - принадлежность к некоторому ""сообществу"" объектов. Как например `Muscled Boy` - это `id`, а `нуб` - это `class`","527903"
"И все-таки, какую ошибку вы хотите, чтобы мы нашли?
Код работает? Время работы вас устраивает? Задача решается? Если ответ на три вопроса -- да, то просто расслабьтесь.
Ответы на вопросы вроде ""Понятен ли код? Как его дальше поддерживать? Легко ли расширить и настроить?"" -- это уже не компетенция StackOverflow.","527106"
"какая-то каша, а не слайдер.","527431"
"вам на передачу *Жди Меня* с таким вопросом","523670"
"не существует стандарта, как *лучше всего* это сделать. Как это *вообще* сделать - вы можете найти в гугле за 22 секунды примерно.","523034"
"@gm-111 ну, хотя бы потому что mysqli - это не база данных.","521644"
"@Ипатьев, по хорошему нужно начинаться с корректной настройки сервера.","521644"
"Класс - чистый клад. Делает код раз в 10 хуже, чем с чистым mysqli.","521643"
"Устройство ввода, браузер, мозг, умение читать и, желательно, прямые руки. Всё заработало!","522701"
"В общем я так и думал что тут все слишком тупые чтобы понять мой вопрос бестолково было спрашивать.","520342"
"Возьми левую пятку засоленной лягушки, посыпь мелом из-под трёхсотлетнего мертвеца, проговори ""Трах-тибидох-php"" и всё получится. Ну мы же явно отделение провидцев-колдунов, чем можем, как говорится...","522355"
"Я смотрю ваш-то комментарий очень добавил знаний в рунет.","522635"
"отдайте профессионалам заплатите деньги и не мучайтесь","523947"
"Нужно нанять команду тесторов, они недельку две потестируют.","525691"
"чего пояснять то еще, есть пакеты mingw32 для linux, с помощью которых можно собрать исполнимое приложения для windows в linux. Минусующие безграмотные могут и не знать. Но, на примере Fedora     mingw32-gcc.x86_64 : MinGW Windows cross-compiler (GCC) for C for the win32
mingw32-gcc-c++.x86_64 : MinGW Windows cross-compiler for C++ for the win32","527721"
"http://rutracker.org/forum/tracker.php?nm=php   выбирайте","529308"
"[Сделайте всё за меня, позязя](http://randomonius.com/wp-content/uploads/2014/05/Annoyed-facepalm-picard-l.png)","532858"
"Есть гугл  там пишешь jquery ui","532892"
"Телепатическую заклёпку для носа оставил у бабушки в деревне - чтобы ей не приходилось физически обходить огород в поисках жуков. Поэтому без наличия Вашего кода в вопросе вряд ли кто поможет.","534246"
"Stack Overflow на русском это не фриланс биржа. Перефразируйте ваш вопрос, уточните, что сделали сами, что не получилось.","534246"
"@АлексейШиманский  Ну уж извините, но это примитивный вопрос на пригодность в профессии вообще, тут охватывать решительно нечего - банальное общее понимание базового в платформе кода. Так же, пытаться узнать что то у более опытных тоже похвально, но не такой примитивный вопрос - я здесь вижу только полнейшее нежелание чему то учиться и что делать самостоятельно вообще, а с профессией программиста это не совместимо. Пусть в эникейщики пробует собеседоваться с такими умениями что ли .. или почитает хоть пару книжек для начала.","537052"
"Если сейчас отвечать за этого человека на вопросы из собеседования, то очень скоро весь Stack overfolw будет работать вместо него за плюсики а он будет получать зарплату :) Такие , кстати мне уже встречались - что ни спросишь: ""счас, погоди .."" потом на стэке свой вопрос читаешь, хитрозадый, но не долго такое продолжалось","537052"
"В массивы, списки, или что угодно еще. Что вам мешает?","537490"
"Та ладно ?! Где же? Поп*й видимо читал =)","118126"
"Если бы вы были по умнее, давно уже бы посоветовали автору, что нельзя везде использовать ID, т.к. они уникальны, в некоторых местах должны проскакивать классы.?","537665"
"@Shnur в бан за такое полетишь","537718"
"@ГончаровАлександр вы тролль и не более) Закрыли бы вы свой рот и не писали сюда)Удачи)","540229"
"@VenZell если в течении двух минут Вы не вернете все как было то я буду вынужден оскорбить Вас так, чтобы Вы сами пригласили сюда администрацию. Иначе пройдет слишком много времени и вопрос уйдет вниз.","533744"
"@VenZell сообщество из таких убогих ботов как Вы?","533744"
"@Ипатьев В первые такого оленья вижу. В StackExchange","537265"
"А чего, отформатировать слабо? Или тут все должны пыжиться и глазки ломать?","536033"
"код не работает потому, что в нем ошибка. Не благодарите.","536021"
"Ищите другую работу.","535505"
"""*что бы исправить ошибку мне нужно сообщить о моей проблеме владельцу чата? *"" ДА. И не трахать мозги никому здесь. Если вы - не программист этого чата.","539221"
"Конечно же есть. А также есть книжки и статьи полезные.","535228"
"@DmitriySimushev сэр, вы мудак, но отчасти правы.","534307"
"Благодарю, я пожалуй подожду кого-то адекватного","537784"
"Ты можешь только кидаться какашками? я говорю про помощь, я не прошу делать тебя мое задание, я прошу разъяснить принцип построения","539867"
">> чтобы срубить бабла, а php - это открытый проектОпомнитесь. О чём вы говорите и какое это имеет отношение к вопросу? Разве вопрос был об открытости? ASP .NET - это законченная полноценная enterprise-платформа, а PHP - игрушка, переросшая себя и используемая всюду и всеми как попало. И не надо пытаться притягивать за уши холивары windows vs linux. Они тут неуместны. Опять страя песня: в неумелых руках из чего угодно плохо сделать можно. В действительности же, кадры решают ;)","6334"
"По поводу говно-Оперы и Драгонфлая — во всех браузерах есть эта фича. Вы видимо, только что о ней узнали :)","243383"
"У вас с интеллектом всё в порядке или он в минусах? Даже после моего камента вы не в состоянии увидеть свою грамматическую ошибку?","243383"
"Восхитительная конструкция case. На говнокод, однозначно!","534374"
"не согласен
в пхп почти все задачи одинаковые - как можно быстрее вывести данные на экран
когда данных будет на 10-50 гб вы начнете задавать себе вопрос, а что блин лучше было выбрать изначально
будет кстати очень заметно что говно а что нет
вот например, ночевки спрашивают а какой язык лучше
и начинается перебирание
но когда дело заходит к огромному обьему данных, но становится ясно какой язык говно
так и тут
мой подход - это выжать максимальное
некоторые этого не делают, просто покупают мощный сервер и все дела
думаю озон ру тоже не особо печется над оптимизацией","160743"
"Нетривиальная. )
Есть текст оформленный в цветной продольной рамочке. Надо средствами голого CSS оставить вместо прямоугольника с текстом маленький кружочек с первой буквой этого самого текста. Круг из прямоугольника селать — говно вопрос, а вот от текста одну букву оставить...

Варианты типа «обработать яваскриптом» или «повлиять на вывод» не рассматриваются чуть более чем вообще.

Можно рассмотреть вариант — оставить вместо строчки UTF8 символ. Но опять же, на css, не трогая вёрстку так разве можно?","409797"
"в Битриксе правильно ничего не делается. Пиар с маркетингом разве что, и то слово правильно тут с натяжкой можно применить - скорее эффективно. Говно в оберточке впаривать - на мой взгляд не очень правильно","515101"
"шрек обиделся и пошел насрал в мой вопрос. хотя я ему дорогу то и не переходил нигде. вот такие вот ""веб-разработчики с 2006 года"" :)","164080"
"@Vfvtnjd я тут! Спор говно, Шрек аля тролль oracle.","164080"
"@lampa в свои то года так выражаться, ай-яй-яй. В 12 лет только и можете писать ересь, вы при родителях так же выражаетесь? ""Мама, костюм говно""?! ""Не верю!""

Ты реально путаешь понятия. пишешь ""Спор"" и в тоже время ""троль"", ты не понимаешь смысла слов но пытаешься что-то дельное написать. Не получается.

Ребят, подростите и возьмитесь за ум.

ps. Вы где нашли спор-то? Прицепились к чему-то и вытягиваете за уши непонятно что.","164080"
